ts,id,monitor_id,metric,result_str,result_float1,result_float2,result_float3,result_float4,result_float5,Day
2019-07-17 10:33:30.250320,396,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:33:30 GMT 2019""}'",1,1.009753942489624,\N,\N,\N,17
2019-07-17 10:28:26.586724,385,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:28:26 GMT 2019""}'",1,0.9758014678955078,\N,\N,\N,17
2019-07-17 10:33:30.289139,397,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:33:30 GMT 2019""}'",1,1.1746430397033691,\N,\N,\N,17
2019-07-17 10:38:32.415119,403,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:38:32 GMT 2019""}'",1,1.0313713550567627,\N,\N,\N,17
2019-07-17 10:38:32.381306,402,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:38:32 GMT 2019""}'",1,0.977879285812378,\N,\N,\N,17
2019-07-17 10:43:36.173773,413,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:43:36 GMT 2019""}'",1,0.9737567901611328,\N,\N,\N,17
2019-07-17 10:43:36.359972,414,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:43:36 GMT 2019""}'",1,0.9789583683013916,\N,\N,\N,17
2019-07-17 10:43:36.460326,415,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:43:36 GMT 2019""}'",1,1.053842306137085,\N,\N,\N,17
2019-07-17 10:48:40.180152,425,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:48:40 GMT 2019""}'",1,0.9807064533233641,\N,\N,\N,17
2019-07-17 10:48:40.369788,426,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:48:40 GMT 2019""}'",1,0.9885437488555908,\N,\N,\N,17
2019-07-17 10:48:40.399087,427,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:48:40 GMT 2019""}'",1,0.9993104934692384,\N,\N,\N,17
2019-07-17 10:53:45.944017,443,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:53:45 GMT 2019""}'",1,0.9822263717651368,\N,\N,\N,17
2019-07-17 10:53:46.225627,444,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:53:46 GMT 2019""}'",1,0.9754788875579834,\N,\N,\N,17
2019-07-17 10:53:46.248346,445,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:53:46 GMT 2019""}'",1,1.2015504837036133,\N,\N,\N,17
2019-07-17 10:58:50.135707,455,1,UPTIME,"b'{""ERROR"":""0"",""MESSAGE"":"""",""RESULT"":""pong"",""TS"":""Wed Jul 17 10:58:49 GMT 2019""}'",1,1.1206417083740234,\N,\N,\N,17
